repo,issue_number,text,label_human,alternative,label_claude,reasoning_claude,evidence_claude,
beancount/fava,1129,"[title] set bean file title to ""account books"" will cause auto-reload failed.
[issue]
### subject of the issue
set bean file title to ""account books"" will cause auto-reload failed.

### your environment
python 3.8.3
beancount-2.3.1-dev
fava (git commint '330d023"")
chrome v84

### steps to reproduce
set the bean file title as
`option ""title"" ""account books""`

### expected behaviour
every thing good.

### actual behaviour
the auto-reload function failed, and lot's of console log in browser
`get  404 (not found)`

### workaround
change bean file title.
[issue_comments] ""i couldn't reproduce this from the given steps. i assume you changed the title without restarting fava - then this is caused by fava currently not checking whether the slugs change.""",service,,SERVICE,This is a slug generation/URL routing issue within Fava's service layer that can be validated through isolated component testing of the title-to-slug conversion logic and route handling. The bug is reproducible with controlled inputs and doesn't require full system integration.,"The issue is caused by fava not checking whether the slugs change when the title is modified, resulting in 404 errors. This is an internal service logic problem with title-to-slug conversion and route management.",
beancount/fava,1975,"[title] `/statement` does not normalize file paths
[issue]
the `fava.plugins.link_documents` plugin properly normalizes paths so that documents can be referenced with relative paths:

however, the `/statement` endpoint doesn't perform the same normalization:

this results in navigating to a linked document from a journal entry failing.",service,,SERVICE,"This is a path normalization inconsistency within a single service component that can be validated through isolated unit or integration tests with controlled file system mocks. The bug involves verifying that the `/statement` endpoint applies the same path normalization logic as the plugin, which does not require full system integration.",the `/statement` endpoint doesn't perform the same normalization... this results in navigating to a linked document from a journal entry failing.,
beancount/fava,1095,"[title] cannot import name 'favaextensionbase' from 'fava.ext': but works second time
[issue]
i wanted to try fava_investor but it fails because favaextensionbase can't be imported.  i can reproduce this in the python3 repl.  interestingly, it works when i call it a second time. any idea?

```
python3
python 3.7.3 (default, dec 20 2019, 18:57:59)
[gcc 8.3.0] on linux
type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> from fava.ext import favaextensionbase
traceback (most recent call last):
  file """", line 1, in
  file ""/home/tbm/.local/lib/python3.7/site-packages/fava/ext/__init__.py"", line 11, in
    from fava.core.helpers import beancounterror
  file ""/home/tbm/.local/lib/python3.7/site-packages/fava/core/__init__.py"", line 47, in
    from fava.core.extensions import extensionmodule
  file ""/home/tbm/.local/lib/python3.7/site-packages/fava/core/extensions.py"", line 12, in
    from fava.ext import favaextensionbase
importerror: cannot import name 'favaextensionbase' from 'fava.ext' (/home/tbm/.local/lib/python3.7/site-packages/fava/ext/__init__.py)
>>> from fava.ext import favaextensionbase
>>>
```
[issue_comments] ""i reinstalled fava and it's working now."", ""this is due to some circular imports.""",Manual,,MANUAL,"This is a circular import issue in the module structure that manifests inconsistently during Python's import resolution. Such issues are typically caught during development, code review, or static analysis rather than runtime test automation.","interestingly, it works when i call it a second time... this is due to some circular imports.",
beancount/fava,182,"[title] yearly and monthly totals and changes exhibiting off by one error
[issue]
charges that occur in march 2016 are showing up in the april 2016 column, similarly with yearly changes and totals.  my guess is it's a nice off by one error.  i'll try to look into it, but i'm not in town for the next 3 days, so if someone else wants to take a look, i wouldn't complain.",END_TO_END,,SERVICE,This is a date calculation logic error within a single component that can be reliably tested with controlled date inputs and mocked dependencies. The off-by-one error in date bucketing logic is deterministic and does not require cross-system integration or real-world workflows to validate.,"charges that occur in march 2016 are showing up in the april 2016 column, similarly with yearly changes and totals. my guess is it's a nice off by one error.",
btcpayserver/btcpayserver,1029,"[title] filtering store invoice - drop-down filter ignores storeid
[issue]
**describe the problem/bug**
if you filter invoices from a particular store, it will show invoices from `all` stores.

**your environment**
* version of btcpay server: v1.0.3.130
* deployment method: docker
* other relevant environment details: attempted on

**logs (if applicable)**
basic logs can be found in server settings > logs.

**to reproduce**
steps to reproduce the behavior:
1. go to stores (make sure you have more than 1 store with paid invoice)
2. click ""invoices"" for a particular store (filters invoices by store)
3. from a drop-down menu select paid invoices.
4. see error -filter ignores store id and filters for all stores

**expected behavior**
if invoices are filtered by store, it should continue to filter by store even with a drop-down menu.

**screenshots**",service,,SERVICE,This is a clear business logic defect in the invoice filtering component where the store filter state is not properly preserved when applying additional filters. This can be reliably tested at the service level by validating the filtering logic with controlled test data.,The bug occurs when filtering invoices by store and then applying a dropdown filter - the store filter is ignored and shows invoices from all stores instead of maintaining the store-specific filter.,
btcpayserver/btcpayserver,3434,"[title] filtering for ""paid invoices"" produces no results
[issue]
**describe the bug**

the `paid` invoices filter doesn't work anymore. all other invoice filters still work as expected (invalid, paid late, paid partial, paid over, unusual, archived).

this worked in all versions up to 1.3.7 and broke in 1.4.0.

when filtering for ""paid"", the filter query will change to `status:processing,status:settled` as defined here:

either this code is wrong or the documentation/explanation is, as per here:

my current workaround is to manually enter `status:complete` which will show all paid (settled) invoices.

**to reproduce the bug**
steps to reproduce the reported bug:
1. go to 'invoices'
2. click on 'paid invoices', via the drop-down menu on the right side of the search button
3. observe an empty list

**expected behavior**

i would expect paid invoices to show up, as they did in previous versions.

**screenshots**

(i removed the storeid when taking the screenshots above, but it doesn't matter)

**your btcpay environment (please complete the following information):**
- btcpay server version:     v1.4.3.0
- deployment method:        docker
- browser:                  firefox
[issue_comments] ""thanks for reporting this, we no longer have `paid` status as of 1.4.0. paid is now called `processing` and we should definitely update our ui to reflect that."", ""for what it's worth, `status:processing` doesn't produce any results either, so this might be a bug in the model or the logic, not purely in the ui."", ""the state shown in the list is the new label and it looks like the filter is still applied based on the old status labels. i can reproduce it and filter the invoices using the old labels:

- `paid` (old) -> `processing` (new)
- `completed` (old) -> `settled` (new)
- `confirmed` (old) -> `settled` (new)

fixing this now."", ""fix in #3436, as a workaround `status:paid,status:confirmed,status:complete` can be used."", ""use `status:paid,status:confirmed,status:complete,status:settled,status:processing` instead.
this is fixed in next release.""",service,,SERVICE,This is a straightforward filter logic bug in the invoice service layer where the UI filter mapping to status values became misaligned after a status label refactoring. The issue can be reliably tested at the service level by validating that filter queries correctly map to the expected invoice statuses without requiring full system integration.,"The filter query changes to 'status:processing,status:settled' but these don't match the actual status values. The workaround 'status:paid,status:confirmed,status:complete' works, indicating a simple mapping issue in the filter logic that can be tested in isolation.",
btcpayserver/btcpayserver,6162,"[title] [bug]: additional information from posdata is .net
[issue]
### what is your btcpay version?

btcpay server v1.13.5+30d91d0bd

### how did you deploy btcpay server?

docker compose

### what happened?

i'm seeing ``system.collections.generic.dictionary`2[system.string,system.object]`` in the dashboard `/invoices/` route.

### how did you encounter this bug?

1. generate any invoice in the point of sale app
2. open the generated invoice in the dashboard

### relevant log output

_no response_

### what browser do you use?

_no response_

### additional information

_no response_

### are you sure this is a bug report?

- [x] i confirm this is a bug report",service,,SERVICE,This is a clear data serialization or display formatting issue where a .NET object type name is being rendered instead of its actual content. This can be reliably detected through component-level tests that validate the invoice data transformation and presentation logic without requiring full system deployment.,"Seeing `system.collections.generic.dictionary`2[system.string,system.object]` in the dashboard `/invoices/` route when opening a generated invoice indicates improper object-to-string conversion in the invoice display component.",
btcpayserver/btcpayserver,7053,"[title] [bug]: other payment method disappeard from the pay button
[issue]
### what is your btcpay version?

i am running btcpay server v2.3.1+346e506ab

### how did you deploy btcpay server?

using the manual install with git clone.

### what happened?

our btcpay server has several payment methods all enabled.

the ""unify on-chain and lightning payment url/qr code"" is set on enabled

see screenshot of enabled xmr

when opening the pay button, only bitcoin and ln are visible, all other are not

when disabling ""unify on-chain and lightning payment url/qr code"" the all other coins are visible:

### how did you encounter this bug?

since update to btcpay server v2.3.1+346e506ab

1. have multiple enabled coins
2. open the pay button
3. see the missing menu

### relevant log output

```shell
no error in logs
```

### what browser do you use?

na

### additional information

this is possibly a bug linked to ""unify on-chain and lightning payment url/qr code"" introduce in 2.3.1

### are you sure this is a bug report?

- [x] i confirm this is a bug report
[issue_comments] ""### 📝 coderabbit plan mode
generate an implementation plan and prompts that you can use with your favorite coding agent.

- [ ]  create plan

examples

- example 1
- example 2

---

🔗 similar issues

**related issues**
-
-
-
-
-
-
-

👤 suggested assignees

- yanncarlier
- muaawiyahtucker
- prusnak
- petzsch
- kravens

---

 🧪 issue enrichment is currently in open beta.

you can configure auto-planning by selecting labels in the issue_enrichment configuration.

to disable automatic issue enrichment, add the following to your `.coderabbit.yaml`:
```yaml
issue_enrichment:
  auto_enrich:
    enabled: false
```

💬 have feedback or questions? drop into our discord!"", ""regression probably from""",END_TO_END,,END_TO_END,"This bug involves the interaction between multiple payment methods, UI rendering logic, and a configuration toggle that affects cross-component behavior. The issue manifests only when specific payment methods are enabled together with a unified payment URL feature, requiring validation of the complete payment flow across the system.","The bug occurs when 'unify on-chain and lightning payment url/qr code' is enabled with multiple payment methods, and disappears when this feature is disabled. This indicates a cross-component integration issue affecting the payment button's rendering logic based on configuration state.",
btcpayserver/btcpayserver,2802,"[title] do not allow invoice `cancellation` for `payment requests` when ""allow payee to create invoices in their own denomination"" is not enabled
[issue]
**describe the bug**

the payment request can be easily canceled, which is a bit out of ordinary behavior because such an invoice is marked as `invalid marked`. if a user is used to seeing `invalid` status in their invoices view, they may make a mistake of labeling it as `complete` thinking the payment request is paid but has not received confirmation on the blockchain on time.

this is indeed an edge-case, but due to this unexpected error, a mistake can happen. i've talked to @kukks about this and we agreed this shouldn't happen.

the proposal is to disable `payment request cancelation` unless `allow payee to create invoices in their own denomination` is enabled on the payment request. the reason behind this is to allow payee who may have created a wrong amount to `cancel the invoice`

**to reproduce the bug**
steps to reproduce the reported bug:
1. create a payment request
2. click `pay`button
3. click `cancel invoice`
4. go to `invoices` list and see the payment request invoice marked as `invalid`

### logs

interestingly enough this also throws an error in logs

```
021-08-23 08:18:04.491 +00:00 [inf] btc: new block

system.nullreferenceexception: object reference not set to an instance of an object.
   at btcpayserver.paymentrequest.paymentrequesthub.pay(nullable`1 amount) in /source/btcpayserver/paymentrequest/paymentrequesthub.cs:line 52
   at microsoft.aspnetcore.signalr.internal.defaulthubdispatcher`1.executehubmethod(objectmethodexecutor methodexecutor, thub hub, object[] arguments)
   at microsoft.aspnetcore.signalr.internal.defaulthubdispatcher`1.<>c__displayclass13_0.g__executeinvocation|0>d.movenext()

```
[issue_comments] ""i wonder if it would make sense to include an additional status here so that if a user cancels a payment request it's marked as ""cancelled"" instead of ""invalid""? or would that be too much just for this one case?"", ""haha please let's not due that, the statuses we have are already mind-boggling for most users. since this is an edge-case simply not allowing it makes sense to me so concept ack on #2843""",Manual,,SERVICE,"This bug involves validating business rules around payment request cancellation based on a specific configuration flag. The logic can be tested in isolation by verifying that the cancellation action is properly blocked when the denomination setting is disabled, without requiring full system integration.",The proposal is to disable payment request cancelation unless allow payee to create invoices in their own denomination is enabled on the payment request. The NullReferenceException at paymentrequesthub.pay indicates a service-level logic error that can be caught through component testing.,
btcpayserver/btcpayserver,5688,"[title] [bug]: creating a store as a guest generates a 403 error
[issue]
not 100% if this supposed to be the intended behavior, but it seems like a bug...

running:
btcpay server v1.11.2 on chrome desktop

repro:

1. set guest role as default
2. create new user (will be a guest)
3. login as new user
4. attempt to create a store
5. get met with a 403 error
6. still create the store after `navigating to home`",service,,END_TO_END,"This bug involves user authentication, role-based authorization, and store creation workflow across multiple system components. The inconsistent behavior (403 error followed by successful creation) indicates a cross-cutting concern that requires validation of the complete user journey through the system.","User creates account with guest role, attempts store creation receiving 403 error, but store is still created after navigating to home - indicating authorization check inconsistency across the workflow.",
btcpayserver/btcpayserver,5212,"[title] [bug]: pos cart view, custom amount item always 0.00
[issue]
### what is your btcpay version?

btcpay 1.11.1

### how did you deploy btcpay server?

docker

### what happened?

with 1.11.1 the custom amount items are shown again but there is no way to add a custom amount and they will be added as 0.00 $ items.

this needs more thinking if they make sense or not at all. if not then we should show an info on the item or on top of item editor that custom amount items won't show there.

if they should show then there needs to be a way to enter the custom amount.

### how did you encounter this bug?

- go to pos app and add a custom amount item
- add the item to cart

### relevant log output

_no response_

### what browser do you use?

_no response_

### additional information

_no response_

### are you sure this is a bug report?

- [x] i confirm this is a bug report
[issue_comments] ""interesting, when i tried to repro, i ran into this:""",service,,END_TO_END,"This bug involves the interaction between the POS app UI, cart management, and item pricing logic across multiple components. It requires validation of the complete user workflow from item creation through cart addition to ensure custom amount handling works correctly end-to-end.","The bug occurs when going to POS app, adding a custom amount item, and adding it to cart - the item appears but always shows 0.00 instead of allowing custom amount entry. This crosses UI interaction, cart state management, and pricing logic.",
btcpayserver/btcpayserver,3004,"[title] greenfield api: invoiceexpired event fires twice on partial payment
[issue]
when you have a partially paid invoice and it expires the `invoiceexpired` event gets fired twice. notably first time the property of `partiallypaid` is `false` (which is wrong) on the second event it is correct and `true`. likely the partial payment is the cause for this.

i also tested the expiration without a partial payment and there the event fires only once as expected. i also reproduced the problem a second time with a partial payment where it happened again.",service,,SERVICE,This is a clear business logic defect in event emission within the invoice service. The issue involves incorrect state handling when firing domain events and can be reliably tested at the service level with controlled payment state setup and event capture.,when you have a partially paid invoice and it expires the `invoiceexpired` event gets fired twice. notably first time the property of `partiallypaid` is `false` (which is wrong) on the second event it is correct and `true`.,
ccxt/ccxt,23487,"[title] upbit - different streams does not work in ws
[issue]
as also noted in the past ( i was digging into upbit and can't make it work currently, it might be working only with one stream, the last request seems to override existing connection and thereafter only the updates related to the last requests, are arriving.
the docs  does not state any clear hint with regard to the problem.
i'll take a further look into that, if someone from the team had a touch with upbit in the past and have clues, let me know
[issue_comments] ""@carlosmiei but this issue is not fixed with that pr, however my pr fixes this (you can test it out). so, i'll leave this open for a while.""",Manual,,SERVICE,"This is a WebSocket stream management issue within the Upbit integration component where multiple concurrent streams interfere with each other. The bug can be reliably reproduced and validated at the service level by testing the WebSocket connection handling logic with controlled stream subscriptions, without requiring full end-to-end system integration.",The last request seems to override existing connection and thereafter only the updates related to the last requests are arriving. It might be working only with one stream.,
ccxt/ccxt,15058,"[title] weird bitget cancelorders issue
[issue]
- ccxt version: latest commit
hello , me again;

after i've reported an issue with implicit api endpoint , you fixed it but i still can't get the correct output.

```js
async function bitgettestcancelorders () {
    const allcancelled = await bitget.cancelorders(['954855266430111745','954855913896431617'],'btc/usdt:usdt',{'margincoin':'usdt'})
    return allcancelled
}
```
the error i get is ;
```js
exchangeerror: bitget {""code"":""40017"",""msg"":""null 不能为空"",""requesttime"":1663589057925,""data"":null}
```
[issue_comments] ""hello again @karahancodes, ok we will try to reproduce it on our side, thanks for letting us know"", ""@karahancodes can you please try again now?"", ""@carlosmiei  i still get the
**exchangeerror: bitget {""code"":""40017"",""msg"":""null 不能为空"",""requesttime"":1663670845910,""data"":null}** unfortunately even after pulling the latest commit"", ""my bad , updated to the latest commit and it works flawlessly , thank you very much !""",service,,SERVICE,"This is a library integration issue where the cancelOrders method was not correctly formatting the API request parameters, causing a validation error from the Bitget exchange API. This can be reliably tested at the service level by mocking the exchange API responses and validating that the CCXT library correctly constructs and sends the cancel orders request with proper parameter formatting.","The error 'null 不能为空' (null cannot be empty) indicates a parameter formatting issue in the API request. The fix was applied to the library code and verified by pulling the latest commit, confirming this is a service-level contract validation issue.",
ccxt/ccxt,15926,"[title] bybt fetchbalance problem
[issue]
after this commit  i have problems when i try to get spot balances. @frosty00 can you take a look please?

```
fetch request:
 bybit get
requestheaders:
 {}
requestbody:
 undefined

handlerestresponse:
 bybit get  ok
responseheaders:
 {
  'cache-control': 'max-age=0, no-cache, no-store',
  connection: 'keep-alive',
  'content-length': '107',
  'content-type': 'application/json; charset=utf-8',
  date: 'thu, 01 dec 2022 17:27:48 gmt',
  expires: 'thu, 01 dec 2022 17:27:48 gmt',
  pragma: 'no-cache',
  ret_code: '12602',
  server: 'openresty',
  timenow: '1669915668854',
  traceid: 'xxx',
  'x-bapi-limit': '50',
  'x-bapi-limit-reset-timestamp': '1669915668849',
  'x-bapi-limit-status': '49'
}
responsebody:
 {""retcode"":12602,""retmsg"":""query user account info error"",""result"":{},""retextinfo"":{},""time"":1669915668854}

exchangeerror: bybit {""retcode"":12602,""retmsg"":""query user account info error"",""result"":{},""retextinfo"":{},""time"":1669915668854}

    at async test (/var/www/xxx/test/test.js:359:24) {
  constructor: [class exchangeerror extends baseerror]
}
```
[issue_comments] ""hello @ndubel, thanks for letting us know, i'll apply a patch very soon""",service,,SERVICE,"This is a regression in the fetchBalance API method after a specific commit, affecting the contract between the exchange client and the Bybit API. The issue can be validated through isolated service-level tests with mocked or recorded API responses to ensure correct request formatting and error handling.","after this commit i have problems when i try to get spot balances... responseBody: {""retcode"":12602,""retmsg"":""query user account info error"",""result"":{},""retextinfo"":{},""time"":1669915668854}",
ccxt/ccxt,2694,"[title] bithumb fetch_tickers() function shows only krw pairs - python 3x
[issue]
bithumb fetch_tickers() function shows only krw pairs.
how to get btc or eth coins?

```
import ccxt
exchange = ccxt.bithumb()
tickerlar = exchange.fetch_tickers()
import pprint
pprint.pprint(tickerlar)
```

```
{'bch/krw': {'ask': 1506000.0,
             'askvolume': none,
             'average': 1495500.0,
             'basevolume': 16051.10325552,
             'bid': 1505000.0,
             'bidvolume': none,
             'change': 21000.0,
             'close': 1506000.0,
             'datetime': '2018-04-28t22:21:40.951z',
             'high': 1524000.0,
             'info': {'average_price': '1497560.9871',
                      'buy_price': '1505000',
                      'closing_price': '1506000',
                      'date': '1524954099951',
                      'max_price': '1524000',
                      'min_price': '1450000',
                      'opening_price': '1485000',
                      'sell_price': '1506000',
                      'units_traded': '16051.10325552',
                      'volume_1day': '16051.10325552',
                      'volume_7day': '366291.729056980000000000'},
             'last': 1506000.0,
             'low': 1450000.0,
             'open': 1485000.0,
             'percentage': 1.4141414141414141,
             'previousclose': none,
             'quotevolume': 24037506035.380554,
             'symbol': 'bch/krw',
             'timestamp': 1524954099951,
             'vwap': 1497560.9871},
 'btc/krw': {'ask': 10070000.0,
             'askvolume': none,
             'average': 9996000.0,
             'basevolume': 8813.35988632,
             'bid': 10061000.0,
             'bidvolume': none,
             'change': 130000.0,
             'close': 10061000.0,
             'datetime': '2018-04-28t22:21:40.951z',
             'high': 10124000.0,
             'info': {'average_price': '9998243.7214',
                      'buy_price': '10061000',
                      'closing_price': '10061000',
                      'date': '1524954099951',
                      'max_price': '10124000',
                      'min_price': '9734000',
                      'opening_price': '9931000',
                      'sell_price': '10070000',
                      'units_traded': '8813.35988632',
                      'volume_1day': '8813.35988632',
                      'volume_7day': '87514.11928047'},
             'last': 10061000.0,
             'low': 9734000.0,
             'open': 9931000.0,
             'percentage': 1.3090323230288994,
             'previousclose': none,
             'quotevolume': 88118120147.83757,
             'symbol': 'btc/krw',
             'timestamp': 1524954099951,
             'vwap': 9998243.7214},
 'btg/krw': {'ask': 82500.0,
             'askvolume': none,
             'average': 81650.0,
             'basevolume': 46135.01963041,
             'bid': 82450.0,
             'bidvolume': none,
             'change': 1700.0,
             'close': 82500.0,
             'datetime': '2018-04-28t22:21:40.951z',
             'high': 82700.0,
             'info': {'average_price': '81271.8642',
                      'buy_price': '82450',
                      'closing_price': '82500',
                      'date': '1524954099951',
                      'max_price': '82700',
                      'min_price': '79000',
                      'opening_price': '80800',
                      'sell_price': '82500',
                      'units_traded': '46135.01963041',
                      'volume_1day': '46135.01963041',
                      'volume_7day': '1256258.998038390000000000'},
             'last': 82500.0,
             'low': 79000.0,
             'open': 80800.0,
             'percentage': 2.103960396039604,
             'previousclose': none,
             'quotevolume': 3749479050.267016,
             'symbol': 'btg/krw',
             'timestamp': 1524954099951,
             'vwap': 81271.8642},
 'dash/krw': {'ask': 539000.0,
              'askvolume': none,
              'average': 531250.0,
              'basevolume': 1578.07852063,
              'bid': 537000.0,
              'bidvolume': none,
              'change': 15500.0,
              'close': 539000.0,
              'datetime': '2018-04-28t22:21:40.951z',
              'high': 544500.0,
              'info': {'average_price': '529213.9469',
                       'buy_price': '537000',
                       'closing_price': '539000',
                       'date': '1524954099951',
                       'max_price': '544500',
                       'min_price': '503500',
                       'opening_price': '523500',
                       'sell_price': '539000',
                       'units_traded': '1578.07852063',
                       'volume_1day': '1578.07852063',
                       'volume_7day': '32642.739074440000000000'},
              'last': 539000.0,
              'low': 503500.0,
              'open': 523500.0,
              'percentage': 2.9608404966571156,
[issue_comments] ""at this moment, current version seems to show all pairs and i can not reproduce this. closing the issue. let us know if there will be any bug.""",service,,SERVICE,This is a service-level API contract validation issue where the fetch_tickers() function should return all trading pairs but only returns KRW pairs. This can be tested in isolation by mocking the exchange API response and verifying the function correctly processes and returns all available trading pairs.,"bithumb fetch_tickers() function shows only krw pairs. how to get btc or eth coins? The issue was later resolved and could not be reproduced, indicating it was a logic or data processing bug in the service layer.",
ccxt/ccxt,9218,"[title] ""resourcewarning: unclosed transport"" after exchange.close()
[issue]
- os: macos 11.3.1
- programming language version: python 3.9
- ccxt version: ccxt pro 0.6.90, ccxt 1.50.11

run this with `python -x dev -x tracemalloc`:
```python
import asyncio

from ccxtpro import ftx

async def main() -> none:

    client = ftx({""verbose"": true})

    await client.fetch_ticker(""btc-perp"")

    await client.close()
    #await asyncio.sleep(1)

if __name__ == '__main__':
    asyncio.run(main())
```

it prints out:
```
.venv/bin/python -x dev -x tracemalloc ""/users/pd/library/application support/jetbrains/pycharm2021.1/scratches/scratch_2.py""

[...]

response: get  200 {'date': 'thu, 20 may 2021 13:19:58 gmt', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'vary': 'accept-encoding, accept-encoding, accept-encoding', 'cache-control': 'public, max-age=0', 'etag': 'w/""e9b93c03662ea7b15ff32bd585f1512e""', 'content-encoding': 'gzip', 'cf-cache-status': 'miss', 'cf-request-id': '0a2b87dfb000000e22470c4000000001', 'expect-ct': 'max-age=604800, report-uri="" 'strict-transport-security': 'max-age=31536000; includesubdomains; preload', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '6525dc12b8b60e22-mxp', 'alt-svc': 'h3-27="":443""; ma=86400, h3-28="":443""; ma=86400, h3-29="":443""; ma=86400'} {""success"":true,""result"":{""name"":""btc-perp"",""enabled"":true,""postonly"":false,""priceincrement"":1.0,""sizeincrement"":0.0001,""minprovidesize"":0.001,""last"":42411.0,""bid"":42399.0,""ask"":42412.0,""price"":42411.0,""type"":""future"",""basecurrency"":null,""quotecurrency"":null,""underlying"":""btc"",""restricted"":false,""highleveragefeeexempt"":true,""change1h"":0.01942167632141913,""change24h"":0.26872681584300584,""changebod"":0.14497448772981292,""quotevolume24h"":7698561559.9802,""volumeusd24h"":7698561559.9802}}
/users/pd/.pyenv/versions/3.9.4/lib/python3.9/asyncio/selector_events.py:704: resourcewarning: unclosed transport
  _warn(f""unclosed transport {self!r}"", resourcewarning, source=self)
object allocated at (most recent call last):
  file ""/users/pd/.pyenv/versions/3.9.4/lib/python3.9/asyncio/selector_events.py"", lineno 78
    _selectorsockettransport(self, rawsock, ssl_protocol,
```

notice that if you uncomment the sleep after the `.close()`, the warning disappears.
[issue_comments] ""a bit old topic, but can you please tell whether you still experience that issue or it's gone (with current ccxt version)?"", ""with `ccxt==1.91.39` on python 3.10.3 i still get the warning.

however i noticed that i get the warning only if i import the ccxt pro client (`from ccxtpro import ftx`), but not if i import the ccxt client (`from ccxt.async_support import ftx`). therefore i suspect it is a shutdown problem of ccxt pro.""",Manual,,MANUAL,This is a resource cleanup timing issue specific to Python's asyncio event loop and transport lifecycle management. It requires environment-specific investigation of async runtime behavior and is not a functional defect that warrants automated testing.,"The warning disappears when adding a sleep after close(), indicating a race condition in async cleanup. The issue only occurs with ccxtpro import and is related to Python's asyncio transport lifecycle, not business logic.",
ccxt/ccxt,15942,"[title] bitfinex2.py - handle_my_trade error
[issue]
pro/bitfinex2.py
handle_my_trade is missing - subscription - parameter

- os: win
- programming language version: python
- ccxt version: latest

```
def handle_my_trade(self, client, message):

```

```
exception in callback fastclient.receive_loop..handler() at c:\users\a\appdata\local\programs\python\python37-32\lib\site-packages\ccxt\pro\base\fast_client.py:20
handle: .handler() at c:\users\a\appdata\local\programs\python\python37-32\lib\site-packages\ccxt\pro\base\fast_client.py:20>
traceback (most recent call last):
  file ""c:\users\a\appdata\local\programs\python\python37-32\lib\asyncio\events.py"", line 88, in _run
    self._context.run(self._callback, *self._args)
  file ""c:\users\a\appdata\local\programs\python\python37-32\lib\site-packages\ccxt\pro\base\fast_client.py"", line 25, in handler
    self.handle_message(message)
  file ""c:\users\a\appdata\local\programs\python\python37-32\lib\site-packages\ccxt\pro\base\aiohttp_client.py"", line 32, in handle_message
    self.handle_text_or_binary_message(message.data)
  file ""c:\users\a\appdata\local\programs\python\python37-32\lib\site-packages\ccxt\pro\base\aiohttp_client.py"", line 27, in handle_text_or_binary_message
    self.on_message_callback(self, decoded)
  file ""c:\users\a\appdata\local\programs\python\python37-32\lib\site-packages\ccxt\pro\bitfinex2.py"", line 1051, in handle_message
    return method(client, message, subscription)
typeerror: handle_my_trade() takes 3 positional arguments but 4 were given
```
[issue_comments] ""hello @silodilo,
thanks for reporting it, will be fixed shortly!""",service,,SERVICE,This is a clear method signature mismatch where handle_my_trade expects 3 parameters but is being called with 4. This can be detected through unit tests that validate the method signature and call contract of the bitfinex2 service component with mocked dependencies.,"handle_my_trade() takes 3 positional arguments but 4 were given - the method signature def handle_my_trade(self, client, message) is missing the subscription parameter that other handlers accept.",
ccxt/ccxt,10256,"[title] [okex] incorrect error mapping
[issue]
`badsymbol: okex5 {""code"":""1"",""data"":[{""clordid"":""ddd"",""ordid"":"""",""scode"":""51030"",""smsg"":""funding fee is being settled."",""tag"":""""}],""msg"":""""}`

when placing a futures order during the settlement period i see the following error.  i don't think badsymbol is quite right, though i'm sure sure exactly what the error should be.  perhaps a subclass of onmaintennance?
[issue_comments] ""@npomfret this is probably a new class of exceptions under invalidorder, because it's not really a maintenance thing, it's a settlement thing, we will think of how to handle it better or what would be a better exception type for it. your suggestions are welcome:

-"", ""@kroitor @frosty00  i'm thinking either `onmaintenance`, `invalidorder`, `ordernotfillable`, `badresponse` or `exchangeerror`""",service,,SERVICE,"This is an error mapping logic issue within the OKEx exchange adapter that can be validated through isolated service-level tests with mocked exchange responses. The bug involves correctly classifying a specific API error code into the appropriate exception type, which does not require real exchange integration or cross-system workflows.","The issue describes incorrect error classification where 'badsymbol' is returned for error code 51030 ('funding fee is being settled'), and the team is discussing which exception class (OnMaintenance, InvalidOrder, OrderNotFillable, etc.) should be used instead.",
